filename,code,statement,type,notes
page_68.png,LD2.1,Uses increasingly complex vocabulary grammar and sentence structure (in child's home language),Learning Goal,
page_68.png,,Expressive vocabulary,Indicator,EXPRESSIVE LANGUAGE
page_68.png,,Grammar & sentence structure,Indicator,EXPRESSIVE LANGUAGE
page_68.png,,Clarity of communication,Indicator,EXPRESSIVE LANGUAGE
page_68.png,LD3.,Communication Skills,Domain Component,
page_68.png,LD3.1,Communicates using social and conversational rules,Learning Goal,
page_68.png,,Conversations,Indicator,COMMUNICATION
page_68.png,,Social rules of language,Indicator,COMMUNICATION
page_68.png,LD4.,English Language Development of Dual Language Learners,Domain Component,
page_68.png,LD4.1,Demonstrates progress in attending to understanding and responding to English,Learning Goal,
page_68.png,,English language development,Indicator,DUAL LANGUAGE
page_68.png,,Home language development,Indicator,DUAL LANGUAGE
page_68.png,LD4.2,Demonstrates progress in speaking and expressing self in English,Learning Goal,
page_68.png,,English language development,Indicator,DUAL LANGUAGE
page_68.png,,Home language development,Indicator,DUAL LANGUAGE
page_69.png,EL,Emergent Literacy,Domain of Development & Learning,
page_69.png,EL1.,Engagement in literacy experiences and understanding of stories and books,Domain Component,
page_69.png,EL1.1,Shows interest in literacy experiences,Learning Goal,
page_69.png,,Engagement in literacy experiences,Indicator,LITERACY
page_69.png,,Variety of interests,Indicator,LITERACY
page_69.png,EL1.2,Engages in read-alouds and conversations about books and stories,Learning Goal,
page_69.png,,Engages with books and stories,Indicator,READING
page_69.png,,Story comprehension,Indicator,COMPREHENSION
page_69.png,,Story structure,Indicator,STRUCTURE
page_69.png,,Informational texts,Indicator,TEXTS
page_69.png,EL2.,Phonological Awareness,Domain Component,
page_69.png,EL2.1,Notices and manipulates the sounds of language,Learning Goal,
page_69.png,,Exploration of sounds of language,Indicator,PHONOLOGY
page_69.png,,Rhyme,Indicator,PHONOLOGY
page_69.png,,Alliteration,Indicator,PHONOLOGY
page_69.png,,Manipulating units of language,Indicator,LANGUAGE
page_69.png,EL3.,Knowledge and Use of Books Print and Letters,Domain Component,
page_69.png,EL3.1,Responds to features of books and print,Learning Goal,
page_69.png,,Book knowledge,Indicator,LITERACY
page_69.png,,Print knowledge,Indicator,LITERACY
page_69.png,EL3.2,Shows knowledge of the shapes names and sounds of letters,Learning Goal,
page_69.png,,Alphabet knowledge,Indicator,LETTERS
page_69.png,,Letter-sound connections,Indicator,PHONICS
page_69.png,EL3.3,Demonstrates emergent writing skills,Learning Goal,
page_69.png,,Pre-writing exploration,Indicator,WRITING
page_69.png,,Letter and print writing concepts,Indicator,WRITING
page_69.png,,Early word writing,Indicator,WRITING
page_69.png,MT,Mathematical Thinking,Domain of Development & Learning,
page_69.png,MT1.,Number Concepts and Operations,Domain Component,
page_69.png,MT1.1,Demonstrates number sense and an understanding of quantity,Learning Goal,
page_69.png,,Number names & count sequence,Indicator,NUMERACY
page_69.png,,Comparison of quantity,Indicator,QUANTITY
page_69.png,,Connection of number numeral & quantity,Indicator,NUMERACY
page_69.png,MT1.2,Explores combining and separating groups,Learning Goal,
page_69.png,,Changes in quantity,Indicator,OPERATIONS
page_69.png,,Addition & subtraction,Indicator,OPERATIONS
page_69.png,,Early division and fractions,Indicator,OPERATIONS
page_69.png,MT2.,Algebraic Thinking,Domain Component,
page_69.png,MT2.1,Uses classification and patterning skills,Learning Goal,
page_69.png,,Classification,Indicator,ALGEBRA
page_69.png,,Patterning,Indicator,ALGEBRA
page_69.png,MT3.,Measurement and Comparison,Domain Component,
page_69.png,MT3.1,Participates in exploratory measurement activities and compares objects,Learning Goal,
page_69.png,,Measurement,Indicator,MEASUREMENT
page_69.png,,Comparison,Indicator,MEASUREMENT
page_69.png,,Seriation,Indicator,MEASUREMENT
page_69.png,MT4.,Geometry and Spatial Sense,Domain Component,
page_69.png,MT4.1,Explores and describes shapes and spatial relationships,Learning Goal,
page_69.png,,Shape knowledge,Indicator,GEOMETRY
page_69.png,,Spatial sense,Indicator,GEOMETRY
page_69.png,,Shape manipulation,Indicator,GEOMETRY
page_55.png,ST,Science and Technology,Domain of Development & Learning,
page_55.png,ST2.,KNOWLEDGE OF SCIENCE CONCEPTS,Domain Component,
page_55.png,ST2.1,Demonstrates knowledge of core science ideas and concepts,Learning Goal,
page_55.png,,BIRTH-8m,Indicator,
page_55.png,,"Shows beginning awareness of parts of own body and how to use them to interact with the world in specific ways (e.g., using hands to pick up things; later in this age range leans ear closer to window when adult says, ""Listen! Can you hear that outside?"")",Indicator,SYSTEM PARTS & WHOLES
page_55.png,,"Explores characteristics of different animals, materials, and objects (e.g., explores different textures in touch-and-feel books; touches mouth of caregiver who is singing to see where sound is coming from)",Indicator,STRUCTURE & FUNCTION
page_55.png,,"Anticipates familiar routines and activities (e.g., mealtimes) and notices changes in the environment (e.g., later in this age range points to a piece of furniture that has been moved)",Indicator,STABILITY AND CHANGE
page_55.png,,9-18m,,
page_55.png,"Explores characteristics of different animals, materials, and objects (e.g., explores different textures in touch-and-feel books; touches mouth of caregiver who is singing to see where sound is coming from)",Indicator,STRUCTURE & FUNCTION,
page_55.png,,19-36m,,
page_55.png,,"Identifies parts of a whole (e.g., labels parts of a toy car such as door, wheel, headlight) and with adult support can describe their basic functions",Indicator,SYSTEM PARTS & WHOLES
page_55.png,,"Observes and describes basic features and functions of living things, objects, and materials (e.g., talks about body parts and their uses; describes attributes of materials related to their function by using words like strong, squishy, round, soft; communicates, ""Windows are clear so we can see through them"")",Indicator,STRUCTURE & FUNCTION
page_55.png,,"Describes changes in the environment with adult support (e.g., talks about weather conditions such as rain, snow, and wind; notices clouds changing shape and moving across the sky)",Indicator,STABILITY AND CHANGE
page_55.png,,37-48m,,
page_55.png,,"With adult support asks questions and makes comments about parts of more complex systems and how they interact to make it function (e.g., talks about roles of members of their family; asks about the gears and parts of a wind-up toy and how they make it work)",Indicator,SYSTEM PARTS & WHOLES
page_55.png,,"Observes and describes environmental changes over time with increasing sophistication (e.g., comments on flowers blooming in the spring; notices when branches have been trimmed from a tree; communicates, ""The sun made the slide hot!""; notices the shape of the moon changing over time)",Indicator,STABILITY AND CHANGE
page_55.png,,"Demonstrates an understanding that living things change over time in size and other capacities as they grow (e.g., talks about similarities and differences between babies and adults; acts out a song about growth by pretending to be a plant and demonstrating with body how a seed grows into a seedling then a tree)",Indicator,STABILITY AND CHANGE
page_55.png,,49-60m,,
page_55.png,,"Makes observations and generalizations about structure and function (e.g., generalizes that objects that are round will roll; talks about why plants need stems; describes why birds can fly and people can't)",Indicator,STRUCTURE & FUNCTION
page_57.png,ST,Science and Technology,Domain of Development & Learning,
page_57.png,ST3.,KNOWLEDGE OF SCIENCE CONTENT,Domain Component,
page_57.png,ST3.2,Uses tools and engineering practices to explore and solve problems,Learning Goal,
page_57.png,,BIRTH-8m,Indicator,
page_57.png,,"Uses body parts as tools to obtain a result (e.g., reaches out and grasps a rattle)",Indicator,KNOWLEDGE & USE OF TOOLS
page_57.png,,9-18m,,
page_57.png,,"Uses own body, other people, or objects to make something happen (e.g., pulls an adult's hand and guides it to push a button on a toy; later in this age range uses an object to reach something under a chair)",Indicator,KNOWLEDGE & USE OF TOOLS
page_57.png,,19-36m,,
page_57.png,,"Explores and later in this age range identifies simple machines such as ramps, gears, wheels, pulleys, and levers through play experiences (e.g., plays with ramps and vehicles in the block area; uses pulleys in the sand table; explores manipulative toys that use gears)",Indicator,KNOWLEDGE & USE OF TOOLS
page_57.png,,"Explores principles such as stability and balance (e.g., building block structure) and force and motion (e.g., rolling a car down a ramp)",Indicator,ENGINEERING PRACTICES & THINKING
page_57.png,,37-48m,,
page_57.png,,"Uses a variety of tools (e.g., ruler, balance scale, magnifying glass, toy stethoscope, unit blocks, measuring cups, thermometer) to gather information, investigate objects, and solve problems",Indicator,KNOWLEDGE & USE OF TOOLS
page_57.png,,"Communicates how tools are used by people in their world (e.g., ladders help firefighters, stethoscopes help doctors and nurses)",Indicator,KNOWLEDGE & USE OF TOOLS
page_57.png,,"Shows increased understanding of relationships between variables and outcomes (e.g., steepness of a ramp and speed of a rolled ball; size of blocks and stability of structure)",Indicator,ENGINEERING PRACTICES & THINKING
page_57.png,,49-60m,,
page_57.png,,"With adult support, generates multiple solutions to problems, tests solutions and revises them, (e.g., builds block tower that falls with a foundation of small blocks; uses bigger blocks the next time) and develops increasingly detailed explanations of their ideas and reasons for outcomes",Indicator,ENGINEERING PRACTICES & THINKING
page_6.png,SE,Social and Emotional Development,Domain of Development & Learning,
page_6.png,SE3.,SELF-AWARENESS AND SELF-CONCEPT,Domain Component,
page_6.png,SE3.2,Demonstrates competence and confidence,Learning Goal,
page_6.png,,BIRTH-8m,Indicator,
page_6.png,,"Experiments with ability to influence surroundings and behavior of others (e.g., shows pleasure and curiosity in making toys produce noise; repeats actions or sounds that receive attention)",Indicator,SENSE OF AUTONOMY
page_6.png,,9-18m,,
page_6.png,,"Experiments with ability to influence surroundings and behavior of others (e.g., shows pleasure and curiosity in making toys produce noise; repeats actions or sounds that receive attention)",Indicator,SENSE OF AUTONOMY
page_6.png,,Alternates between doing things independently and wanting help or comfort,Indicator,SENSE OF AUTONOMY
page_6.png,,19-36m,,
page_6.png,,Alternates between doing things independently and wanting help or comfort,Indicator,SENSE OF AUTONOMY
page_6.png,,"Shows increasing confidence and competence in growing abilities by attempting to perform self-care activities without adult assistance (e.g., dressing self, pouring own juice)* and by selecting more challenging activities (e.g., choosing more difficult puzzles)",Indicator,SELF-CONFIDENCE
page_6.png,,37-48m,,
page_6.png,,"Shows increasing confidence and competence in growing abilities by attempting to perform self-care activities without adult assistance (e.g., dressing self, pouring own juice)* and by selecting more challenging activities (e.g., choosing more difficult puzzles)",Indicator,SELF-CONFIDENCE
page_6.png,,"Describes own physical characteristics, behavior, abilities, gender, and ethnic identity positively",Indicator,SELF-CONFIDENCE
page_6.png,,49-60m,,
page_6.png,,"Shows increasing confidence and competence in growing abilities by attempting to perform self-care activities without adult assistance (e.g., dressing self, pouring own juice)* and by selecting more challenging activities (e.g., choosing more difficult puzzles)",Indicator,SELF-CONFIDENCE
page_6.png,,"Describes own physical characteristics, behavior, abilities, gender, and ethnic identity positively",Indicator,SELF-CONFIDENCE
page_56.png,ST,Science and Technology,Domain of Development & Learning,
page_56.png,ST3.,KNOWLEDGE OF SCIENCE CONTENT,Domain Component,
page_56.png,ST3.1,Demonstrates knowledge of the characteristics of living things the earth's environment and physical objects and materials,Learning Goal,
page_56.png,,BIRTH-8m,Indicator,
page_56.png,,"Responds to and explores characteristics of living things (e.g., Observes with interest fish swimming in a bowl or aquarium; points and squeals when sees a dog; runs hand over bark of a tree; later in this age range, chases or follows a butterfly, ladybug, or bird)",Indicator,LIVING THINGS
page_56.png,,"Shows interest in the natural world (e.g., closes eyes and tilts head up to feel breeze on face; touches flowers and plants; investigates natural materials such as water, dirt, and leaves)",Indicator,NATURE & THE ENVIRONMENT
page_56.png,,"Actively explores and experiments with the physical properties of objects and materials (e.g., combines different substances such as water and dirt; stacks and knocks down towers; bounces balls; explores fabrics with different textures)",Indicator,PHYSICAL OBJECTS & MATERIALS
page_56.png,,9-18m,,
page_56.png,,"Responds to and explores characteristics of living things (e.g., Observes with interest fish swimming in a bowl or aquarium; points and squeals when sees a dog; runs hand over bark of a tree; later in this age range, chases or follows a butterfly, ladybug, or bird)",Indicator,LIVING THINGS
page_56.png,,"Shows interest in the natural world (e.g., closes eyes and tilts head up to feel breeze on face; touches flowers and plants; investigates natural materials such as water, dirt, and leaves)",Indicator,NATURE & THE ENVIRONMENT
page_56.png,,"Actively explores and experiments with the physical properties of objects and materials (e.g., combines different substances such as water and dirt; stacks and knocks down towers; bounces balls; explores fabrics with different textures)",Indicator,PHYSICAL OBJECTS & MATERIALS
page_56.png,,19-36m,,
page_56.png,,"Shows interest in the natural world (e.g., closes eyes and tilts head up to feel breeze on face; touches flowers and plants; investigates natural materials such as water, dirt, and leaves)",Indicator,NATURE & THE ENVIRONMENT
page_56.png,,"Helps care for the environment (e.g., throws away a used paper towel; participates in some way in clean-up time)",Indicator,NATURE & THE ENVIRONMENT
page_56.png,,"Actively explores and experiments with the physical properties of objects and materials (e.g., combines different substances such as water and dirt; stacks and knocks down towers; bounces balls; explores fabrics with different textures)",Indicator,PHYSICAL OBJECTS & MATERIALS
page_56.png,,37-48m,,
page_56.png,,"With increasing independence, asks and answers questions about the similarities, differences, and categories of plants and animals (e.g., talks about how birds have feathers covering their bodies, but snakes have scales)",Indicator,LIVING THINGS
page_56.png,,"Shows curiosity and knowledge about how living things grow and change over time (e.g., talks about how kitten at home is getting bigger; asks why leaves change color)",Indicator,LIVING THINGS
page_56.png,,"With adult support describes characteristics that define living things (e.g., breathes, moves, grows)",Indicator,LIVING THINGS
page_56.png,,"Shows curiosity about the relationship of living things to their environments/habitats (e.g., asks why fish always live in water; wonders where birds sleep)",Indicator,LIVING THINGS
page_56.png,,"Investigates and uses increasingly complex vocabulary to describe natural elements in the environment (e.g., observes a group of ants moving on the playground and comments, ""They're moving around like they're scared""; draws different kinds of leaves in the science center and communicates ""This one has round edges, this one has pointy edges."")",Indicator,NATURE & THE ENVIRONMENT
page_56.png,,"Demonstrates respect for the environment (e.g., observes flowers or insects without intruding or destroying; picks up a piece of litter and says, ""Animals might get sick if they eat this"")",Indicator,NATURE & THE ENVIRONMENT
page_56.png,,"Uses observable characteristics to describe and categorize physical objects and materials based on similarities and differences (e.g., after participating in an investigation, sorts items into those that float and those that sink; sorts objects made of wood and those made of plastic)",Indicator,PHYSICAL OBJECTS & MATERIALS
page_56.png,,49-60m,,
page_56.png,,"With increasing independence, asks and answers questions about the similarities, differences, and categories of plants and animals (e.g., talks about how birds have feathers covering their bodies, but snakes have scales)",Indicator,LIVING THINGS
page_56.png,,"Shows curiosity and knowledge about how living things grow and change over time (e.g., talks about how kitten at home is getting bigger; asks why leaves change color)",Indicator,LIVING THINGS
page_56.png,,"With adult support describes characteristics that define living things (e.g., breathes, moves, grows)",Indicator,LIVING THINGS
page_56.png,,"Shows curiosity about the relationship of living things to their environments/habitats (e.g., asks why fish always live in water; wonders where birds sleep)",Indicator,LIVING THINGS
page_56.png,,"Investigates and uses increasingly complex vocabulary to describe natural elements in the environment (e.g., observes a group of ants moving on the playground and comments, ""They're moving around like they're scared""; draws different kinds of leaves in the science center and communicates ""This one has round edges, this one has pointy edges."")",Indicator,NATURE & THE ENVIRONMENT
page_56.png,,"Demonstrates respect for the environment (e.g., observes flowers or insects without intruding or destroying; picks up a piece of litter and says, ""Animals might get sick if they eat this"")",Indicator,NATURE & THE ENVIRONMENT
page_56.png,,"Uses observable characteristics to describe and categorize physical objects and materials based on similarities and differences (e.g., after participating in an investigation, sorts items into those that float and those that sink; sorts objects made of wood and those made of plastic)",Indicator,PHYSICAL OBJECTS & MATERIALS
page_42.png,EL,Emergent Literacy,Domain of Development & Learning,
page_42.png,EL3.,KNOWLEDGE AND USE OF BOOKS PRINT AND LETTERS,Domain Component,
page_42.png,EL3.3,Demonstrates emergent writing skills,Learning Goal,
page_42.png,,BIRTH-8m,Indicator,
page_42.png,,Typical development of these skills tends to emerge after 8 months. However foundations of this learning goal are built through: EL1.1 Shows interest in literacy experiences (see page 54); EL2.1 Notices and manipulates the sounds of language (see page 56); EL3.1 Responds to features of books and print (see page 57); PH2.1 Demonstrates fine motor strength control and coordination (see page 39),Indicator,PRE-WRITING EXPLORATION
page_42.png,,9-18m,,
page_42.png,,Explores writing tools and movements making scribble marks with increasing control,Indicator,PRE-WRITING EXPLORATION
page_42.png,,19-36m,,
page_42.png,,Explores writing tools and movements making scribble marks with increasing control,Indicator,PRE-WRITING EXPLORATION
page_42.png,,Shows increasing understanding that writing carries a message and uses scribbles letter-like shapes or letters to represent words or ideas,Indicator,LETTER AND PRINT WRITING CONCEPTS
page_42.png,,37-48m,,
page_42.png,,Shows increasing understanding that writing carries a message and uses scribbles letter-like shapes or letters to represent words or ideas,Indicator,LETTER AND PRINT WRITING CONCEPTS
page_42.png,,Produces strings of letters and/or letter-like forms (may be in unconventional order); begins to separate groups of letters with spaces,Indicator,LETTER AND PRINT WRITING CONCEPTS
page_42.png,,Writes an increasing number of letters correctly especially those in own name,Indicator,LETTER AND PRINT WRITING CONCEPTS
page_42.png,,49-60m,,
page_42.png,,Shows increasing understanding that writing carries a message and uses scribbles letter-like shapes or letters to represent words or ideas,Indicator,LETTER AND PRINT WRITING CONCEPTS
page_42.png,,Produces strings of letters and/or letter-like forms (may be in unconventional order); begins to separate groups of letters with spaces,Indicator,LETTER AND PRINT WRITING CONCEPTS
page_42.png,,Writes an increasing number of letters correctly especially those in own name,Indicator,LETTER AND PRINT WRITING CONCEPTS
page_42.png,,Writes first name with or without mistakes*,Indicator,EARLY WORD WRITING
page_42.png,,Uses early invented spelling (writes initial and/or final sounds to represent whole word; e.g. writes MK for milk)*,Indicator,EARLY WORD WRITING
page_25.png,PH,Physical Development and Health,Domain of Development & Learning,
page_25.png,PH3.,HEALTH AND WELL-BEING,Domain Component,
page_25.png,PH3.2,Shows awareness of safe behavior,Learning Goal,
page_25.png,,BIRTH-8m,Indicator,
page_25.png,,"Uses sensory information and cues from caregivers to assess safety of environment (e.g., startles at a loud noise, looks to caregiver when approached by an unfamiliar adult, shows awareness of steep drop-offs when crawling or walking)",Indicator,AWARENESS OF SAFE BEHAVIOR AND SIGNALS OF DANGER
page_25.png,,9-18m,,
page_25.png,,"Stops unsafe behavior when prompted by an adult, though often needs additional support and redirection (e.g., when distracted or caught up in emotion)",Indicator,AWARENESS OF SAFE BEHAVIOR AND SIGNALS OF DANGER
page_25.png,,19-36m,,
page_25.png,,"Follows basic safety rules, practices, and routines with adult guidance and support (e.g., holds on to rope with knots or loops when moving with group from indoors to outdoors, keeps a safe distance from the swings when reminded)",Indicator,UNDERSTANDING OF SAFETY RULES AND PRACTICES
page_25.png,,37-48m,,
page_25.png,,"Identifies, avoids, and alerts others to danger and seeks and accepts adults' help in potentially unsafe situations (e.g., alerts teacher to a broken fence part, calls for help from the top of the play structure when needs assistance getting down, reminds another child to go down the slide feet first)",Indicator,AWARENESS OF SAFE BEHAVIOR AND SIGNALS OF DANGER
page_25.png,,"Follows basic safety rules, practices, and routines with adult guidance and support (e.g., holds on to rope with knots or loops when moving with group from indoors to outdoors, keeps a safe distance from the swings when reminded)",Indicator,UNDERSTANDING OF SAFETY RULES AND PRACTICES
page_25.png,,49-60m,,
page_25.png,,"Identifies, avoids, and alerts others to danger and seeks and accepts adults' help in potentially unsafe situations (e.g., alerts teacher to a broken fence part, calls for help from the top of the play structure when needs assistance getting down, reminds another child to go down the slide feet first)",Indicator,AWARENESS OF SAFE BEHAVIOR AND SIGNALS OF DANGER
page_25.png,,"Demonstrates knowledge of and ability to follow safety rules and routines with increased independence (e.g., most of the time remembers to put on a helmet before riding a tricycle; lines up when fire alarm goes off and when class is outside says to a peer, ""Now the teacher's going to call names to make sure we're all here."")",Indicator,UNDERSTANDING OF SAFETY RULES AND PRACTICES
page_24.png,PH,Physical Development and Health,Domain of Development & Learning,
page_24.png,PH3.,HEALTH AND WELL-BEING,Domain Component,
page_24.png,PH3.1,Demonstrates interest in engaging in healthy eating habits and making nutritious food choices,Learning Goal,
page_24.png,,BIRTH-8m,Indicator,
page_24.png,,"Communicates to adults when hungry, thirsty, or has had enough to eat through actions (e.g., infant turns away from breast or bottle when full, crying when hungry) and later in this age range by using words or signs",Indicator,COMMUNICATING NEEDS
page_24.png,,9-18m,,
page_24.png,,"Communicates to adults when hungry, thirsty, or has had enough to eat through actions (e.g., infant turns away from breast or bottle when full, crying when hungry) and later in this age range by using words or signs",Indicator,COMMUNICATING NEEDS
page_24.png,,"Shows a willingness to taste new foods (e.g., will take at least one bite of a new food, though may need to be offered several times) and expresses preferences about foods",Indicator,EXPLORATION OF FOOD EXPERIENCES
page_24.png,,19-36m,,
page_24.png,,"Shows a willingness to taste new foods (e.g., will take at least one bite of a new food, though may need to be offered several times) and expresses preferences about foods",Indicator,EXPLORATION OF FOOD EXPERIENCES
page_24.png,,"Engages in basic cooking tasks during food experiences or in dramatic play scenarios (e.g., stirring ingredients in a bowl; setting plates out for snack; cutting with a plastic knife; scooping and measuring, spreading, sprinkling or mashing)",Indicator,EXPLORATION OF FOOD EXPERIENCES
page_24.png,,"Names an increasing variety of foods, begins to ask questions about where food comes from, and later makes connections among food items (e.g., calls an apple and a pear ""fruit""; after working in the garden, notices that carrots and potatoes both grow in the ground)",Indicator,FOOD KNOWLEDGE
page_24.png,,37-48m,,
