page_5.png,Develops friendships and engages in more elaborate play with friends,performance standards,1.1.3.2
page_5.png,Child initiates and engages in play with other children,Domain,1.2
page_5.png,Birth to 9 Months,label,1.2.1
page_5.png,"Responds to another child's actions or sounds during play with a toy by watching attentively, touching the other child, or reaching for or taking the toy",performance standards,1.2.1.1
page_5.png,8 Months to 18 Months,label,1.2.2
page_5.png,"Participates in simple imitation games, such as making similar sounds or running after another child",performance standards,1.2.2.1
page_5.png,Plays next to other children with similar toys or materials,performance standards,1.2.2.2
page_5.png,16 Months to 36 Months,label,1.2.3
page_5.png,"Joins in play with other children by sometimes taking turns or doing joint activities with a common goal, such as building block structures with others or pretending to eat together",performance standards,1.2.3.1
page_5.png,EMOTIONAL FUNCTIONING,Content Area,2
page_5.png,Child learns to express a range of emotions,Domain,2.1
page_5.png,Birth to 9 Months,label,2.1.1
page_5.png,"Expresses feelings of comfort, discomfort, enjoyment, fear, surprise, anger, or unhappiness through facial expressions or gestures to prompt a response from a familiar adult",performance standards,2.1.1.1
page_5.png,8 Months to 18 Months,label,2.1.2
page_5.png,"Expresses a variety of emotions and modifies their expressions according to the reactions of familiar adults, based on the child's cultural (family) background",performance standards,2.1.2.1
page_5.png,16 Months to 36 Months,label,2.1.3
page_5.png,"Expresses a wide range of emotions, including surprise, guilt, embarrassment, or pride, based on increasing awareness of their effects on others",performance standards,2.1.3.1
page_7.png,statement,type,smartlevel
page_7.png,"Child recognizes, appreciates and respects characteristics of self and others.",Content Area,1
page_7.png,Birth to 9 Months,label,1.1
page_7.png,1. Responds to own name when stated by a familiar adult.2. Distinguishes primary caregivers from others.,performance standards,1.1.1
page_7.png,8 Months to 18 Months,label,1.2
page_7.png,1. Develops awareness of self as separate individual from caregiver.,performance standards,1.2.1
page_7.png,18 Months to 36 Months,label,1.3
page_7.png,"1. Identifies self and family members by name, roles and characteristics. Identifies self as separate from others.",performance standards,1.3.1
page_7.png,Child shows confidence in own abilities through relationships with others.,Content Area,2
page_7.png,Birth to 9 Months,label,2.1
page_7.png,1. Participates in back-and-forth social interactions through facial expressions sounds gestures and responding to actions of others,performance standards,2.1.1
page_7.png,8 Months to 18 Months,label,2.2
page_7.png,1. Expresses desires and preferences.2. Seeks to draw a familiar adult's attention to objects of interest by pointing or physically seeking and attends to familiar adult's responses.,performance standards,2.2.1
page_7.png,18 Months to 36 Months,label,2.3
page_7.png,"1. Contributes own ideas, skills and abilities to activities and experiences with adults and other children.2. May call attention to new skills and abilities or seek to do things by self.",performance standards,2.3.1
page_7.png,Child develops a sense of belonging through relationships with others.,Content Area,3
page_7.png,Birth to 9 Months,label,3.1
page_7.png,1. Shows awareness of familiar routines by responding when the routine begins.,performance standards,3.1.1
page_7.png,8 Months to 18 Months,label,3.2
page_7.png,1. Anticipates familiar routines or activities.,performance standards,3.2.1
page_7.png,18 Months to 36 Months,label,3.3
page_7.png,1. Refers to personal or family experiences and events that have happened in the recent past.,performance standards,3.3.1
page_19.png,statement,type,smartlevel
page_19.png,Child demonstrates healthy behaviors with increasing independence as part of everyday routines.,Domain,1.1
page_19.png,Birth to 9 Months,label,1.1.1
page_19.png,Emerging,performance standards,1.1.1.1
page_19.png,8 Months to 18 Months,label,1.1.2
page_19.png,"Expects and cooperates in daily self-care routines, such as hand-washing.",performance standards,1.1.2.1
page_19.png,16 Months to 36 Months,label,1.1.3
page_19.png,Participates in healthy self-care routines with more independence.,performance standards,1.1.3.1
page_19.png,Child adjusts reach and grasp to use tools.,Domain,2
page_19.png,Birth to 9 Months,label,2.1
page_19.png,"Uses increasing developed grasp and matches the grasp to the task, such as using the whole hand to bang objects together.",performance standards,2.1.1
page_19.png,8 Months to 18 Months,label,2.2
page_19.png,Extends reach by using simple tools.,performance standards,2.2.1
page_19.png,16 Months to 36 Months,label,2.3
page_19.png,Adjusts grasp to use different tools for different purposes.,performance standards,2.3.1
page_18.png,statement,type,smartlevel
page_18.png,FINE MOTOR,Content Area,1
page_18.png,Child coordinates hand and eye movements to perform actions.,Domain,1.1
page_18.png,Birth to 9 Months,label,1.1.1
page_18.png,Coordinates hands and eyes when reaching for and holding steady an object.,Anchor Standard,1.1.1.1
page_18.png,6 Months to 18 Months,label,1.1.2
page_18.png,Uses hand-eye coordination for more difficult actions.,Anchor Standard,1.1.2.1
page_18.png,15 Months to 36 Months,label,1.1.3
page_18.png,"Uses hand-eye coordination when participating inroutines, play and activities.",Anchor Standard,1.1.3.1
page_18.png,Child uses hands for exploration play and daily routines.,Domain,1.2
page_18.png,Birth to 9 Months,label,1.2.1
page_18.png,"Uses single actions to explore shape, size, texture and weight of objects.",Anchor Standard,1.2.1.1
page_18.png,6 Months to 18 Months,label,1.2.2
page_18.png,"Explores features of objects and materials by using various hand actions, such as turning pages in a book,pointing to learn an object's name.",Anchor Standard,1.2.2.1
page_18.png,15 Months to 36 Months,label,1.2.3
page_18.png,"Plans ways to use hands forvarious activities, such as stacking, building, connecting andself-care skills or routines.",Anchor Standard,1.2.3.1
page_18.png,Child demonstrates effective and efficient use of large muscles to explore the environment.,Content Area,2
page_18.png,Birth to 9 Months,label,2.1
page_18.png,"Uses each new posture (raising head, rolling onto back,sitting) to learn new ways to explore the environment.",Anchor Standard,2.1.1
page_18.png,6 Months to 18 Months,label,2.2
page_18.png,"Uses body, arms, and legs to accomplish tasks, balance,and especially to move from one position to another.",performance standards,2.2.1
page_18.png,15 Months to 36 Months,label,2.3
page_18.png,"Uses new body positions,movements, body rotations,to participate in active and quiet, indoor and outdoor play.",performance standards,2.3.1
page_18.png,Child uses sensory information and body awareness to understand how one's own body relates to the environment.,Domain,2.4
page_18.png,Birth to 9 Months,label,2.4.1
page_18.png,Responds to sounds and sights in the environment by positining head or body to understand the information in his environment.,performance standards,2.4.1.1
page_18.png,6 Months to 18 Months,label,2.4.2
page_18.png,"Shows awareness as skilled crawler or walker of new challenges or dangers in the environment, such as steep inclines or drop-offs.",performance standards,2.4.2.1
page_18.png,15 Months to 36 Months,label,2.4.3
page_18.png,"Begins to learn about different body sizes and shapes, as well as bein gaware of what size opening is needed for one's body to move through.",performance standards,2.4.3.1
page_20.png,statement,type,smartlevel
page_20.png,Child uses safe behaviors with support from familiar adults.,Content Area,1
page_20.png,Birth to 9 Months,label,1.1
page_20.png,Emerging,performance standards,1.1.1
page_20.png,8 Months to 18 Months,label,1.2
page_20.png,Emerging,performance standards,1.2.1
page_20.png,16 Months to 36 Months,label,1.3
page_20.png,"Accepts familiar adult guidance, support and protection when in unsafe situations.",performance standards,1.3.1
page_20.png,"Learns some differences between safe and unsafe play behaviors, such as not to climb on furniture.",performance standards,1.3.2
page_20.png,Child demonstrates increasing interest in engaging in healthy eating habits and making nutritious food choices.,Content Area,2
page_20.png,Birth to 9 Months,label,2.1
page_20.png,Emerging,performance standards,2.1.1
page_20.png,8 Months to 18 Months,label,2.2
page_20.png,Shows interest in new foods that are offered.,performance standards,2.2.1
page_20.png,16 Months to 36 Months,label,2.3
page_20.png,Shows willingness to try new foods when offered on many occasions.,performance standards,2.3.1
page_20.png,"Begins to make healthy choices about which foods to eat when offered several choices, with support from a familiar adult.",performance standards,2.3.2
page_10.png,statement,type,smartlevel
page_10.png,Child uses increasingly complex language in conversation with others.,Content Area,1
page_10.png,Birth to 9 Months,label,1.1
page_10.png,"Explores and/or attempts to repeat sounds common in many languages; such as ""ma-ma"" or ""ba-ba"".",performance standards,1.1.1
page_10.png,8 Months to 18 Months,label,1.2
page_10.png,Communicates mainly about objects; actions and events happening in the here and now.,performance standards,1.2.2
page_10.png,15 Months to 36 Months,label,1.3
page_10.png,Participates in conversations with others using spoken sign language that includes simple sentences; uses questions and recounts events.,performance standards,1.3.1
page_10.png,Sometimes describes experiences that have happened in the past or are about to happen; Note: Children who are Dual Language Learners (DLL) develop the ability to participate in conversations.,performance standards,1.3.2
page_10.png,Child initiates non-verbal communication and language to learn and gain information.,Content Area,2
page_10.png,Birth to 9 Months,label,2.1
page_10.png,Participates in non-verbal conversations by using facial expressions; sounds; gestures or signs to initiate or respond to communication.,performance standards,2.1.1
page_10.png,8 Months to 18 Months,label,2.2
page_10.png,Asks simple questions using gestures; such as pointing; sign language or words with variations in the rise and fall of the voice.,performance standards,2.2.1
page_10.png,18 Months to 36 Months,label,2.3
page_10.png,"Seeks information and meaning of words by asking questions in words or sign language; such as ""What's that?"" or ""Who's that?"" or ""Why?"".",performance standards,2.3.1
page_10.png,VOCABULARY,Domain,3
page_10.png,Child understands an increasing number of words in communication with others.,Anchor Standard,3.1
page_10.png,Birth to 9 Months,label,3.1.1
page_10.png,Looks at familiar people; animals; or objects when they are named; such as mama; puppy; or ball.,performance standards,3.1.1.1
page_10.png,8 Months to 18 Months,label,3.1.2
page_10.png,Looks or points at a person or object that has been named; follows simple directions and responds appropriately to the meaning of words or sign language.,performance standards,3.1.2.1
page_10.png,18 Months to 36 Months,label,3.1.3
page_10.png,Comprehends an increasing number of words or signs in simple sentences during conversations and interactions with familiar adults and children.,performance standards,3.1.3.1
page_11.png,statement,type,smartlevel
page_11.png,Child uses an increasing number of words in communications and conversations with others.,Content Area,1
page_11.png,"May use sign language, gestures, or expressions for familiar people or objects.",performance standards,1.1.1.1.1
page_11.png,"Imitates new words or sign language and uses some words or sign language for naming or making simple one-word requests, such as saying ""juice"" when asking for a drink.",performance standards,1.1.1.2.1
page_11.png,Uses an increasing number of words in phrases and sentences to communicate with others and adds new vocabulary words regularly. Note: Children who are Dual Language Learners (DLL) may have a combined vocabulary in both languages that is similar in breadth to other children's vocabulary in one language.,performance standards,1.1.1.3.1
page_11.png,Birth to 9 Months,label,1.1.1.1
page_11.png,8 Months to 18 Months,label,1.1.1.2
page_11.png,16 Months to 36 Months,label,1.1.1.3
page_11.png,Emergent Literacy,Content Area,2
page_11.png,Listens and attends to culturally and linguistically familiar words or sign language in rhymes or songs.,performance standards,2.1.1.1.1
page_11.png,Says or signs a few words of culturally and linguistically familiar rhymes and repetitive refrains in stories or songs.,performance standards,2.1.1.2.1
page_11.png,"Says, signs or repeats culturally and linguistically familiar rhymes, phrases, or repetitive refrains from songs or stories that are similar in nature to another children's vocabulary in one language.",performance standards,2.1.1.3.1
page_11.png,Birth to 9 Months,label,2.1.1.1
page_11.png,8 Months to 18 Months,label,2.1.1.2
page_11.png,16 Months to 36 Months,label,2.1.1.3
page_11.png,Child attends to repeats and uses some rhymes phrases or repetitive refrains from stories or songs,Anchor Standard,2.1.1
page_11.png,"Explores a book by touching it, patting it, or putting it in mouth.",performance standards,2.2.1.1.1
page_11.png,"Holds books, turns pages, looks at the pictures, and uses sounds, signs, or words to identify actions or objects in a book.",performance standards,2.2.1.2.1
page_11.png,"Pretends to read books by turning pages and talking about them, using signs, about what is happening in the book.",performance standards,2.2.1.3.1
page_11.png,Child handles books and relates them to their stories or information,Anchor Standard,2.2.1
page_11.png,Birth to 9 Months,label,2.2.1.1
page_11.png,8 Months to 18 Months,label,2.2.1.2
page_11.png,16 Months to 36 Months,label,2.2.1.3
page_13.png,statement,type,smartlevel
page_13.png,Infant and Toddler,Content Area,1
page_13.png,COGNITION Standards,Domain,1.1
page_13.png,EXPLORATION AND DISCOVERY,Anchor Standard,1.1.1
page_13.png,Birth to 9 Months,label,1.1.1.1
page_13.png,Uses the senses and a variety of actions to explore people and objects.,performance standards,1.1.1.1.1
page_13.png,8 Months to 18 Months,label,1.1.1.2
page_13.png,Acts intentionally to achieve a goal or when manipulating an object.,performance standards,1.1.1.2.1
page_13.png,16 Months to 36 Months,label,1.1.1.3
page_13.png,"Observes and experiments with how things work, seeks information from others, or experiments with different behaviors to see how people and objects react.",performance standards,1.1.1.3.1
page_13.png,Birth to 9 Months,label,1.1.2.1
page_13.png,Repeats an action to make things happen or to get a familiar adult to repeat an action.,performance standards,1.1.2.1.1
page_13.png,8 Months to 18 Months,label,1.1.2.2
page_13.png,Engages in purposeful actions to cause things to happen.,performance standards,1.1.2.2.1
page_13.png,16 Months to 36 Months,label,1.1.2.3
page_13.png,Identifies the cause of an observed outcome.,performance standards,1.1.2.3.1
page_13.png,"Predicts outcomes of actions or events, such as turning on the faucet will make water come out.",performance standards,1.1.2.3.2
page_13.png,MEMORY,Anchor Standard,1.1.3
page_13.png,Birth to 9 Months,label,1.1.3.1
page_13.png,Recognizes familiar people by their faces or voices.,performance standards,1.1.3.1.1
page_13.png,Recognizes that some people are unfamiliar by their faces and voices.,performance standards,1.1.3.1.2
page_13.png,8 Months to 18 Months,label,1.1.3.2
page_13.png,"Remembers actions of familiar adults, the usual location of familiar objects and parts of familiar routines.",performance standards,1.1.3.2.1
page_13.png,"Notices and responds to new people, objects, or materials in the environment.",performance standards,1.1.3.2.2
page_13.png,16 Months to 36 Months,label,1.1.3.3
page_13.png,"Anticipates and communicates about multiple steps of familiar routines, activities, or events.",performance standards,1.1.3.3.1
page_13.png,"Shows surprise or asks about unexpected outcomes or unusual people, actions, or events.",performance standards,1.1.3.3.2
page_12.png,statement,type,smartlevel
page_12.png,Birth to 9 Months,label,1.1
page_12.png,"Looks at pictures of familiar people, animals, or objects while a familiar adult points at and/or names the person, animal, or object.",performance standards,1.1.1
page_12.png,8 Months to 18 Months,label,1.2
page_12.png,"Points at pictures or illustrations of familiar people, animals, or objects, as a familiar adult talks about animals, people, or objects in photos, pictures or drawings.",performance standards,1.2.1
page_12.png,16 Months to 36 Months,label,1.3
page_12.png,"Recognizes familiar writ- ten words or symbols, such as letters in one's name, logos, signs of interest in written form of language, such as print in books or signs on buildings. Note: Recognizes and uses written forms of languages used.",performance standards,1.3.1
page_12.png,Child comprehends meaning from pictures and stories.,Content Area,2
page_12.png,Birth to 9 Months,label,2.1
page_12.png,Looks at picture books and listens to a familiar adult talk about pictures in a book.,performance standards,2.1.1
page_12.png,8 Months to 18 Months,label,2.2
page_12.png,"1. Points at pictures in a book, making sounds or saying words, interacting with a familiar adult reading a book.",performance standards,2.2.1
page_12.png,16 Months to 36 Months,label,2.3
page_12.png,"1. Talks about books, acts out events from stories and uses some vocabulary encountered through reading.",performance standards,2.3.1
page_12.png,Child makes marks and uses them to represent objects or actions.,Content Area,3
page_12.png,Birth to 9 Months,label,3.1
page_12.png,1. Emerging,performance standards,3.1.1
page_12.png,8 Months to 18 Months,label,3.2
page_12.png,1. Makes marks on paper with a large crayon or marker to explore writing materials.,performance standards,3.2.1
page_12.png,16 Months to 36 Months,label,3.3
page_12.png,1. Makes scribbles on paper to represent an object or action even though it might not recognize what it is.,performance standards,3.3.1
page_16.png,statement,type,smartlevel
page_16.png,IMITATION AND SYMBOLIC REPRESENTATION AND PLAY,Content Area,1
page_16.png,Child observes and imitates sounds  words  gestures  actions and behaviors.,Domain,1.1
page_16.png,Birth to 9 Months,label,1.1.1
page_16.png,1. Engages in give-and-take imitation games and play.,Anchor Standard,1.1.1.1
page_16.png,8 Months to 18 Months,label,1.1.2
page_16.png,"1. Imitates what other people did earlier, such as making a funny face or banging on a drum.",Anchor Standard,1.1.2.1
page_16.png,16 Months to 36 Months,label,1.1.3
page_16.png,"1. Imitates more complex actions, words, or signs at a later time to communicate, make, or do something.",Anchor Standard,1.1.3.1
page_16.png,Child uses objects or symbols to represent something else.,Domain,1.2
page_16.png,Birth to 9 Months,label,1.2.1
page_16.png,1. Emerging,performance standards,1.2.1.1
page_16.png,8 Months to 18 Months,label,1.2.2
page_16.png,1. Uses toy objects in the same ways as the real objects they represent are used.,performance standards,1.2.2.1
page_16.png,16 Months to 36 Months,label,1.2.3
page_16.png,"1. Uses objects as symbols to represent other objects in play, and acts out routines, stories, or social roles using toys and other props.",performance standards,1.2.3.1
page_16.png,Child uses pretend play to increase understanding of culture  environment and experiences.,Domain,1.3
page_16.png,Birth to 9 Months,label,1.3.1
page_16.png,1. Emerging,performance standards,1.3.1.1
page_16.png,8 Months to 18 Months,label,1.3.2
page_16.png,"1. Imitates everyday actions of others in play, such as sweeping, closing/opening doors, or talking on a toy phone.",performance standards,1.3.2.1
page_16.png,16 Months to 36 Months,label,1.3.3
page_16.png,"1. Acts out routines, stories, or social roles using toys and other props.",performance standards,1.3.3.1
page_17.png,statement,type,smartlevel
page_17.png,Perceptual Motor And Physical Development,Content Area,1
page_17.png,Perception,Domain,1.1
page_17.png,Child uses perceptual information to understand objects experiences and interactions,Anchor Standard,1.1.1
page_17.png,Birth to 9 Months,label,1.1.1.1
page_17.png,"Uses awareness to form a basic understanding of objects when given frequent opportunities to observe, handle, and use objects, including recognizing differences in texture and how things feel",performance standards,1.1.1.1.1
page_17.png,8 Months to 18 Months,label,1.1.1.2
page_17.png,"Uses awareness of objects in matching and connecting their use through play and interaction with a familiar adult, such as using a small container to feed a baby doll",performance standards,1.1.1.2.1
page_17.png,16 Month to 36 Months,label,1.1.1.3
page_17.png,"Observes others making things happen to understand the cause and effect relationship, such as pushing a button on an adult's phone to make it light up and make a sound",performance standards,1.1.1.3.1
page_17.png,"Learns about characteristics of objects, living things and earth materials, and identifies similarities, differences, and associations among them, such as identifying plants and animals or sorting objects by size",performance standards,1.1.1.3.2
page_17.png,Child uses perceptual information in directing own actions experiences and interactions,Anchor Standard,1.1.2
page_17.png,Birth to 9 Months,label,1.1.2.1
page_17.png,Adjusts balance and movement with the changing surface and position of child's own body in response to opportunities in the environment,performance standards,1.1.2.1.1
page_17.png,8 Months to 18 Months,label,1.1.2.2
page_17.png,"Uses distance, scans for obstacles, and plans how to move based on that information while learning to crawl, walk, or move in another way",performance standards,1.1.2.2.1
page_17.png,16 Month to 36 Months,label,1.1.2.3
page_17.png,"Uses perceptual information and motor actions to participate in play and daily routines, such as singing songs with hand motions or practicing self-care skills",performance standards,1.1.2.3.1
page_17.png,Gross Motor,Domain,1.2
page_17.png,Child demonstrates effective and efficient use of large muscles for movement and position,Anchor Standard,1.2.1
page_17.png,Birth to 9 Months,label,1.2.1.1
page_17.png,Explores new body positions and movements,performance standards,1.2.1.1.1
page_17.png,8 Months to 18 Months,label,1.2.1.2
page_17.png,"Moves from crawling, to cruising, to walking, and then to new muscle coordination for each new skill learned",performance standards,1.2.1.2.1
page_17.png,"Uses each new skill, such as how to manage changing ground surfaces",performance standards,1.2.1.2.2
page_17.png,16 Month to 36 Months,label,1.2.1.3
page_17.png,"Gains control of a variety of postures and movements, including stooping, going from sitting to standing, running and jumping",performance standards,1.2.1.3.1
page_15.png,statement,type,smartlevel
page_15.png,EMERGENT MATHEMATICAL THINKING,Content Area,1
page_15.png,Child develops sense of number and quantity.,Domain,1.1
page_15.png,Birth to 9 Months,label,1.1.1
page_15.png,Attends to quantity in play with multiple objects.,performance standards,1.1.1.1
page_15.png,8 Months to 18 Months,label,1.1.2
page_15.png,Uses a few basic number words or signs to refer to change in the amount of objects.,performance standards,1.1.2.1
page_15.png,16 Months to 36 Months,label,1.1.3
page_15.png,Uses language to refer to quantity.,performance standards,1.1.3.1
page_15.png,Child uses spatial awareness to understand objects and their movement in space.,Domain,1.2
page_15.png,Birth to 9 Months,label,1.2.1
page_15.png,Explores or watches objects when they move.,performance standards,1.2.1.1
page_15.png,8 Months to 18 Months,label,1.2.2
page_15.png,"Explores how objects fit together, how they fit with other objects and how they move through space.",performance standards,1.2.2.1
page_15.png,16 Months to 36 Months,label,1.2.3
page_15.png,Predicts or anticipates how objects will fit and move in space or its together or when manipulating the object.,performance standards,1.2.3.1
page_15.png,Child uses matching  and sorting of objects or people to understand similar and different characteristics.,Domain,1.3
page_15.png,Birth to 9 Months,label,1.3.1
page_15.png,Explores differences between familiar or unfamiliar adults or between different types of objects.,performance standards,1.3.1.1
page_15.png,8 Months to 18 Months,label,1.3.2
