page_4.png,"4. Interacts in predictable | 1. Seeks familiar adults for | 4. Engages in postive. Ways with familiar adults, emotional support and interactions in a wide. 2. Responds positively encouragement. Varity of situations with. Familiar adults' age 2. Reacts or may become familie adults, 'appropriate efforts tohelp | stressed when separated | 2. Seeks familiar adults for. With stressful moments fom familiar adult, comfort when distressed. Ortired",performance standards,1.1.1.3.1
page_4.png,Child uses expectations learned through repeated experiences in primary relationships to. Develop relationships with other adults,Anchor Standard,1.1.2
page_4.png,[tht sons tetons toa onts témoaiste3¢mons +,label,1.1.2.1
page_4.png,"1. Recogizes amir dts, | 1. Makes eye contact, moves, | 1 often watches rma. From unfair adults deals for emotional teassrsce om trier. Tortor when an dul before approaching. Cnfamtiar aul someone new. Aeproaches 2. May engage in postive. Interactions when meeting. New people, such as. Sharing a book with",performance standards,1.1.2.1.1
page_4.png,2. Child learns to use familiar adults asa resource to meet needs,Anchor Standard,1.1.3
page_4.png,Birth to 9 obirthe,label,1.1.3.1
page_4.png,mobirths to 8 mobirths,label,1.1.3.2
page_4.png,16 mobirths to 36 mobirths,label,1.1.3.3
page_4.png,4. Communicates needs to | 1. Looks to~or seeks help 1. Asks a familiar adult for. {familiar adults by using a fom familiar adults. Help or assistance when. Varity of behaviors encountering dificult tasks. Or situations,performance standards,1.1.3.3.1
page_4.png,_mlsisipp barly learning standards + infants through four-year old children,performance standards,1.1.3.3.2
page_5.png,statement,type,smartlevel
page_5.png,Relationships with other children,Content Area,1
page_5.png,Child shows interest in interacts with and develops personal relationships with other children,Domain,1.1
page_5.png,"Looks at attentively, touches or explores another childs face",performance standards,1.1.1.1.1
page_5.png,"Show recognition for familiar children through actions or behaviors [birth to 9 months, 4 months to 8 months]",performance standards,1.1.1.1.2
page_5.png,"Participates in simple back and forth interactions with another child [4 months to 8 months, 1]",performance standards,1.1.1.2.1
page_5.png,Interacts with a few children on a regular basis,performance standards,1.1.1.2.2
page_5.png,"Seeks out other children for social interactions, including initiating contact and responding to others [16 months to 36 months, 1]",performance standards,1.1.1.3.1
page_5.png,Develops friendships and engages in more elaborate play with friends,performance standards,1.1.1.3.2
page_5.png,birth to 9 months,label,1.1.1.1
page_5.png,4 months to 8 months,label,1.1.1.2
page_5.png,16 months to 36 months,label,1.1.1.3
page_5.png,Child imitates and engages in play with other children,Domain,1.2
page_5.png,"Responds to another childs actions or sounds during play with a toy by watching attentively, touching the other child, or reaching for or taking the toy [birth to 9 months, 1]",performance standards,1.2.1.1.1
page_5.png,"Participates in simple imitation games, such as making similar sounds or running after another child [4 months to 8 months, 1]",performance standards,1.2.1.2.1
page_5.png,Plays next to other children with similar toys or materials,performance standards,1.2.1.2.2
page_5.png,"Joins in play with other children by sometimes taking turns or participating in joint activities with a common goal, such as building block structures with others or pretending to eat together [16 months to 36 months, 1]",performance standards,1.2.1.3.1
page_5.png,Emotional functioning,Content Area,2
page_5.png,Child learns to express a range of emotions,Domain,2.1
page_5.png,"Expresses feelings of comfort, discomfort, enjoyment, fear, surprise, anger, or unhappiness through facial expressions or gestures to prompt a response from a familiar adult [birth to 9 months, 1]",performance standards,2.1.1.1.1
page_5.png,"Expresses a variety of emotions and modifies their expressions according to the reactions of familiar adults, based on the child's cultural (family) background [4 months to 8 months, 1]",performance standards,2.1.1.2.1
page_5.png,"Expresses wide range of emotions, including surprise, guilt, embarrassment, or pride, based on increasing awareness of their effects on others [16 months to 36 months, 1]",performance standards,2.1.1.3.1
page_5.png,birth to 9 months,label,2.1.1.1
page_5.png,4 months to 8 months,label,2.1.1.2
page_5.png,16 months to 36 months,label,2.1.1.3
Screenshot 2024-10-17 at 1.16.38 PM.png,Content Area,Approaches to learning standards,1
Screenshot 2024-10-17 at 1.16.38 PM.png,Domain,emotional and behavioral self-regulation,1.1
Screenshot 2024-10-17 at 1.16.38 PM.png,Anchor Standard,child manages feelings and emotions with support of familiar adults.,1.1.1
Screenshot 2024-10-17 at 1.16.38 PM.png,label,birth to 8 months,1.1.1.1
Screenshot 2024-10-17 at 1.16.38 PM.png,performance standards,interacts with familiar adults for calming and comfort to focus attention and to share joy.,1.1.1.1.1
Screenshot 2024-10-17 at 1.16.38 PM.png,label,8 months to 18 months,1.1.1.2
Screenshot 2024-10-17 at 1.16.38 PM.png,performance standards,seeks to be close to familiar adults for help with strong emotions by physical or eye contact.,1.1.1.2.1
Screenshot 2024-10-17 at 1.16.38 PM.png,label,18 months to 36 months,1.1.1.3
Screenshot 2024-10-17 at 1.16.38 PM.png,performance standards,"Uses various strategies to help manage strong emotions, such as",1.1.1.3.1
page_3.png,Content Area,1,Approaches to Learning
page_3.png,Domain,1.1,Curiosity
page_3.png,Anchor Standard,1.1.1,"Child shows interest in and curiosity about objects, materials, or events"
page_3.png,label,1.1.1.1,Birth to 9 mobirths
page_3.png,performance standards,1.1.1.1.1,"2. Shows excitement when. 'engaged in learning, such. As smiling ata familiar. Adult, laughing after. Batting at a mobil, kicking. 'or moving arms and legsin. 'an emphatic way of. Knocking over a toy"
page_3.png,label,1.1.1.2,mobirths to 8 mobirths
page_3.png,performance standards,1.1.1.2.1,"4. Approaches new events, 'experiences with others, or. Materials with interest and. Curisity, such as intently. Listening to a new song or. 'examining new toys or. Material"
page_3.png,performance standards,1.1.1.2.2,2. Actively resists actions of. Items net wanted
page_3.png,label,1.1.1.3,te mobirths to 36 mobirths
page_3.png,performance standards,1.1.1.3.1,"1. Participates in new. Experiences, asks. Questions, and. Experiments with new. 'things or materials, such as. Collecting eaves and pine. Conesin the fll"
page_3.png,Domain,1.2,Crearivity
page_3.png,Anchor Standard,1.2.1,Child uses ereativity to inereas. Se understanding and learning
page_3.png,label,1.2.1.1,[sith to 9 mobirths
page_3.png,performance standards,1.2.1.1.1,1. Uses variety of ways to. Interact with ather. People
page_3.png,performance standards,1.2.1.1.2,"Changes. 'expressions, actions, or. Behaviors based on. Responses of others"
page_3.png,performance standards,1.2.1.1.3,"2. Makes discoveries about. Self, thers and the. 'environment"
page_3.png,label,1.2.1.2,mobirths to 38 mobirths
page_3.png,performance standards,1.2.1.2.1,"1. Finds new things to do. With familiar, everyday. Objects, suchas using 2. Cooking pot for ahat ora. Spoon asa drumstick"
page_3.png,performance standards,1.2.1.2.2,2. Uses abjects in new ways
page_3.png,label,1.2.1.3,16 mobirths to 36 mobirths
page_3.png,performance standards,1.2.1.3.1,1. Combines abjects of. Materials in new and. Unexpected ways
page_3.png,performance standards,1.2.1.3.2,"2, shows interest in and. Curiosity about the world. Around them such 35. Exploring new areas of 2"
page_3.png,performance standards,1.2.1.3.3,3. Seeks out new information. And explores new play and. 'tasks bath independently. And with adult support
page_3.png,performance standards,1.2.1.3.4,4. Shows delight in creating. Something new
page_3.png,Anchor Standard,1.2.2,Child shows i. 'agination in play and interactions with others
page_3.png,label,1.2.2.1,Ibirthto 9 mobirths
page_3.png,performance standards,1.2.2.1.1,1. Emerging
page_3.png,label,1.2.2.2,'mobirths to 8 mobirths
page_3.png,performance standards,1.2.2.2.1,"1. Uses sounds, gestures, signs, or words playfully. Through songs, fingerplays, cor games"
page_3.png,label,1.2.2.3,Te mobirths ta 36 mobirths
page_3.png,performance standards,1.2.2.3.1,1. Uses imagination to. Explore possible uses of. Objects and materials
page_3.png,performance standards,1.2.2.3.2,Engages in make-believe. Play with other children
page_1.png,statement,type,smartlevel
page_1.png,® infant and toddler,Content Area,1
page_1.png,approaches to learning standards,Content Area,1
page_1.png,Emotional and behavioral self-regulation,Domain,1.1
page_1.png,Child manages feelings,Domain,1.1
page_1.png,emotions and support of familiar adults,Domain,1.1
page_1.png,'inh to mobirths,label,1.1.1
page_1.png,"Interacts with familiar. Adults fr calming and. Comfort, to focus attention. And to share joy",performance standards,1.1.1.1
page_1.png,mobirths to 18 mobirths,label,1.1.2
page_1.png,"Seeks tobe close to familiar. 'adults for help with strong, 'emotions by physical or eve. Contac",performance standards,1.1.2.1
page_1.png,Te mobirths to 36 mobirths,label,1.1.3
page_1.png,"Uses various strategies to. Help manage strong. 'emotions, such as. Removing self from the. Situation, covering eyes or. Ears, or seeking support. From a familiar adult",performance standards,1.1.3.1
page_1.png,Child manages actions and behavior with support of familiar adults,Anchor Standard,1.2
page_1.png,'inh 629 mobirths,label,1.2.1
page_1.png,"Responds to attentive. Caregiving by quieting or. Calming down, suchas. When being fed or being. Comforted during moments. Of physical distress",performance standards,1.2.1.1
page_1.png,'mobirths to 18 mobirths,label,1.2.2
page_1.png,Looks to familiar adults for. Assistance and guidance. \with actions and behavior,performance standards,1.2.2.1
page_1.png,May try to calm self by. Sucking on fingers or thumb. When overly excited of. Distressed,performance standards,1.2.2.2
page_1.png,Te mobirths to 36 mobirths,label,1.2.3
page_1.png,Begins to manage and. Adjust actions and behavior. With the guidance of. Familiar adults using words. Orsign,performance standards,1.2.3.1
page_1.png,'cognitive self-regulation executive functioning) child maintains focus and keep,Domain,1.3
page_1.png,Ps attention with support,Domain,1.3
page_1.png,'inh to mobirths,label,1.3.1
page_1.png,"Develops, with support, some abilty to fiter out. Distracting sensory stimul. To focus an and attend to. Important people or. Cbjectsin the environment. With support",performance standards,1.3.1.1
page_1.png,mobirths to 8 mobirths,label,1.3.2
page_1.png,Shows increasing ability to. Attend to people,performance standards,1.3.2.1
page_1.png,Shows increasing ability to. Attend to objects and. Activities,performance standards,1.3.2.2
page_1.png,Shows increasing ability to. 'extend or complete an. Activity,performance standards,1.3.2.3
page_1.png,Shows increasing ability to. Attend to or join others ina. 'common or shared focus,performance standards,1.3.2.4
page_1.png,Te mobirths to 36 mobirths,label,1.3.3
page_1.png,Participates in activities. And experiences with. People,performance standards,1.3.3.1
page_1.png,objects,performance standards,1.3.3.2
page_1.png,'materials that require. Attention and common or. Shared focus,performance standards,1.3.3.3
page_1.png,_mlsisipp barly learning standards + infants through four-year old children,Content Area,1
page_4.png,statement,type,smartlevel
page_4.png,Social and Emotional Development Standards,Content Area,1
page_4.png,Relationships with Adults,Domain,1.1
page_4.png,Child develops expectations of consistent positive interactions through secure relationships with familiar adults,Anchor Standard,1.1.1
page_4.png,Birth to 9 months,label,1.1.1.1
page_4.png,Interacts in predictable ways with familiar adults.,performance standards,1.1.1.1.1
page_4.png,Responds positively familiar adults' age appropriate efforts to help with stressful moments or tired.,performance standards,1.1.1.1.2
page_4.png,9 months to 18 months,label,1.1.1.2
page_4.png,Seeks familiar adults for emotional support and encouragement.,performance standards,1.1.1.2.1
page_4.png,Reacts or may become stressed when separated from familiar adult.,performance standards,1.1.1.2.2
page_4.png,18 months to 36 months,label,1.1.1.3
page_4.png,Engages in postive interactions in a wide varity of situations with familie adults.,performance standards,1.1.1.3.1
page_4.png,Seeks familiar adults for comfort when distressed.,performance standards,1.1.1.3.2
page_4.png,Child uses expectations learned through repeated experiences in primary relationships to develop relationships with other adults,Anchor Standard,1.1.2
page_4.png,Birth to 9 months,label,1.1.2.1
page_4.png,Recogizes familiar adults from unfamiliar adults.,performance standards,1.1.2.1.1
page_4.png,9 months to 18 months,label,1.1.2.2
page_4.png,Makes eye contact moves deals for emotional reassrsce from familiar adult before approaching someone new.,performance standards,1.1.2.2.1
page_4.png,18 months to 36 months,label,1.1.2.3
page_4.png,Often watches familiar adult for cues when trying unfamiliar adult approaches.,performance standards,1.1.2.3.1
page_4.png,May engage in postive interactions when meeting new people such as sharing a book with.,performance standards,1.1.2.3.2
page_4.png,Child learns to use adults as a resource to meet needs,Anchor Standard,1.1.3
page_4.png,Birth to 9 months,label,1.1.3.1
page_4.png,Communicates needs to familiar adults by using a varity of behaviors.,performance standards,1.1.3.1.1
page_4.png,9 months to 18 months,label,1.1.3.2
page_4.png,Looks to or seeks help from familiar adults.,performance standards,1.1.3.2.1
page_4.png,18 months to 36 months,label,1.1.3.3
page_4.png,Asks a familiar adult for help or assistance when encountering dificult tasks or situations.,performance standards,1.1.3.3.1
page_5.png,statement,type,smartlevel
page_5.png,"Relationships with other children. Child shows interest in, interaets with and develops personal relationships with. Other children.",Domain,1.1
page_5.png,"[bien to 9 obirthe. 4. Looks at attentively, touches or explores. Another chil' ace.",label,1.1.1
page_5.png,2. Show recognition for. {familiar children through. 'actions or behaviors.,performance standards,1.1.1.1
page_5.png,mobirths to 8 mobirths. 4. Participates in simple back. And:-forth interactions with. Another child.,label,1.1.2
page_5.png,2. interacts witha few. Children ora regular basis.,performance standards,1.1.2.1
page_5.png,716 mobirths to 36 mobirths. 4. Seeks out other children. {for socal interactions. Including initiating contact. Land responding to others.,label,1.1.3
page_5.png,2. Develops friendships and. Engages in more elaborate. Play with friends.,performance standards,1.1.3.1
page_5.png,Child imitates and engages in play with other children.,Anchor Standard,1.1.1
page_5.png,"[bien to 9 obirthe. 1. Responds to another. Chiles ations or sounds. During play witha toy by. Watching attentively, touching the other child, of. Reaching for or taking the. Toy.",label,1.1.1.1
page_5.png,"[monts toa monts. 4. Participates in simple. Imitation games, suchas. 'making similar sounds or. Running after another. Chil.",label,1.1.1.2
page_5.png,2. Plays next to other children. With similar toys of. Materials.,performance standards,1.1.1.2.1
page_5.png,"6 mobirths to 36 mobirths. 4 joinsin pay with other. Children by sometimes. Taking turns or. Participating in joint. Activities with a common. _boa, such as building block. Structures with others or. Pretending to eat together.",label,1.1.1.3
page_5.png,Emotional functioning. Child learns to express a range of. Notions.,Domain,1.2
page_5.png,"mobirths to 8 mobirths. 1. Expresses a variety of. Temotions and modifies. Their expressions according. Tothe reactions af familiar. Adults, based on the child's. Cultural family) background.",label,1.2.2
page_5.png,"16 mobirths to 36 mobirths | 1. Expresses wide range of. Emotion, including. Surprise, uit, embarrassment, or pride, based on increasing. Awareness of their effects. On others.",label,1.2.3
page_5.png,_mlsisipp barly learning standards + infants through four-year old children. 6.,Content Area,1
Screenshot 2024-10-17 at 1.16.38 PM.png,statement,type,smartlevel
Screenshot 2024-10-17 at 1.16.38 PM.png,® infant and toddler. Approaches to learning standards.,Content Area,1
Screenshot 2024-10-17 at 1.16.38 PM.png,emotional and behavioral self-regulation.,Domain,1.1
Screenshot 2024-10-17 at 1.16.38 PM.png,"(child manages feelings, emotions, and support of familiar adults.",Anchor Standard,1.1.1
Screenshot 2024-10-17 at 1.16.38 PM.png,birth to 8 mobirths {monte t 18 mobirth,label,1.1.1.1
Screenshot 2024-10-17 at 1.16.38 PM.png,mobirths to 6 mobirths.,label,1.1.1.2
Screenshot 2024-10-17 at 1.16.38 PM.png,"1 interacts with familar Adults for calming and comfort tofecus attention, And to share oy.",performance standards,1.1.1.1.1
Screenshot 2024-10-17 at 1.16.38 PM.png,1 seeks tobe close tofamilar adults forhelp with strong emotions by physical oreye Contact.,performance standards,1.1.1.2.1
Screenshot 2024-10-17 at 1.16.38 PM.png,"1. Uses various strategies to. helpmanagestrong ¢_| emotions, suchas.",performance standards,1.1.1.2.2
